repo,repo_url,mined_at_utc,mining_status,error_type,error_message,has_dependabot_pr,first_dependabot_pr_date,first_dependabot_pr_url,first_dependabot_pr_number,first_dependabot_pr_author,first_dependabot_pr_title,first_dependabot_pr_query_author,dependabot_pr_search_queries,has_dependabot_config,dependabot_config_path,dependabot_config_created_date,dependabot_config_created_sha,dependabot_config_created_url,dependabot_config_created_message
aktin/broker,https://github.com/aktin/broker,2026-08-14T17:16:01.531964+00:00,ok,,,True,2019-12-02T23:15:22Z,https://github.com/aktin/broker/pull/1,1,dependabot,Bump jetty-server from 9.4.22.v20191022 to 9.4.24.v20191120 in /broker-server,app/dependabot,repo:aktin/broker is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:aktin/broker is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:aktin/broker is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:aktin/broker is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
alexcojocaru/elasticsearch-maven-plugin,https://github.com/alexcojocaru/elasticsearch-maven-plugin,2026-08-14T17:16:07.897274+00:00,ok,,,True,2019-11-13T01:40:36Z,https://github.com/alexcojocaru/elasticsearch-maven-plugin/pull/103,103,dependabot,Bump jackson-databind from 2.9.9.1 to 2.9.10.1,app/dependabot,repo:alexcojocaru/elasticsearch-maven-plugin is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:alexcojocaru/elasticsearch-maven-plugin is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:alexcojocaru/elasticsearch-maven-plugin is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:alexcojocaru/elasticsearch-maven-plugin is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
alexxiyang/shiro-redis,https://github.com/alexxiyang/shiro-redis,2026-08-14T17:16:14.087899+00:00,ok,,,False,,,,,,,repo:alexxiyang/shiro-redis is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:alexxiyang/shiro-redis is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:alexxiyang/shiro-redis is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:alexxiyang/shiro-redis is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
algolia/algoliasearch-client-java-2,https://github.com/algolia/algoliasearch-client-java-2,2026-08-14T17:16:22.585389+00:00,ok,,,False,,,,,,,repo:algolia/algoliasearch-client-java-2 is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:algolia/algoliasearch-client-java-2 is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:algolia/algoliasearch-client-java-2 is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:algolia/algoliasearch-client-java-2 is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
alibaba/Sentinel,https://github.com/alibaba/Sentinel,2026-08-14T17:16:30.156077+00:00,ok,,,True,2019-10-31T01:32:44Z,https://github.com/alibaba/Sentinel/pull/1130,1130,dependabot,Bump netty-all from 4.1.31.Final to 4.1.42.Final in /sentinel-demo/sentinel-demo-dubbo,app/dependabot,repo:alibaba/Sentinel is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:alibaba/Sentinel is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:alibaba/Sentinel is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:alibaba/Sentinel is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
alibaba/canal,https://github.com/alibaba/canal,2026-08-14T17:16:35.527755+00:00,ok,,,False,,,,,,,repo:alibaba/canal is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:alibaba/canal is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:alibaba/canal is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:alibaba/canal is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
alibaba/druid,https://github.com/alibaba/druid,2026-08-14T17:16:41.623271+00:00,ok,,,True,2024-07-09T13:39:47Z,https://github.com/alibaba/druid/pull/6027,6027,dependabot,Bump com.h2database:h2 from 1.4.199 to 2.2.220 in /core,app/dependabot,repo:alibaba/druid is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:alibaba/druid is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:alibaba/druid is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:alibaba/druid is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
alluxio/alluxio,https://github.com/alluxio/alluxio,2026-08-14T17:16:46.933385+00:00,ok,,,True,2019-11-01T17:18:56Z,https://github.com/Alluxio/alluxio/pull/10389,10389,dependabot,Bump jackson.version from 2.9.7 to 2.10.0,app/dependabot,repo:alluxio/alluxio is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:alluxio/alluxio is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:alluxio/alluxio is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:alluxio/alluxio is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
almex/Raildelays,https://github.com/almex/Raildelays,2026-08-14T17:16:52.307657+00:00,ok,,,False,,,,,,,repo:almex/Raildelays is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:almex/Raildelays is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:almex/Raildelays is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:almex/Raildelays is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
americanexpress/synapse,https://github.com/americanexpress/synapse,2026-08-14T17:16:58.975105+00:00,ok,,,True,2021-10-02T17:26:34Z,https://github.com/americanexpress/synapse/pull/29,29,dependabot,build(deps): bump xmlsec from 2.2.2 to 2.2.3,app/dependabot,repo:americanexpress/synapse is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:americanexpress/synapse is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:americanexpress/synapse is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:americanexpress/synapse is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2022-03-19T18:07:34Z,b91dceee5ca8819c1f2f8cc8fc95b2bc6bd201ed,https://github.com/americanexpress/synapse/commit/b91dceee5ca8819c1f2f8cc8fc95b2bc6bd201ed,build(deps): add dependabot configuration (#36)
annot8/annot8-components,https://github.com/annot8/annot8-components,2026-08-14T17:17:06.208867+00:00,ok,,,True,2021-06-15T16:09:15Z,https://github.com/annot8/annot8-components/pull/45,45,dependabot,Bump pdfbox from 2.0.23 to 2.0.24 in /annot8-components-documents,app/dependabot,repo:annot8/annot8-components is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:annot8/annot8-components is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:annot8/annot8-components is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:annot8/annot8-components is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
anotheria/ano-util,https://github.com/anotheria/ano-util,2026-08-14T17:17:17.160354+00:00,ok,,,True,2021-08-13T15:29:16Z,https://github.com/anotheria/ano-util/pull/5,5,dependabot,Bump bcprov-jdk15on from 1.54 to 1.67,app/dependabot,repo:anotheria/ano-util is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:anotheria/ano-util is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:anotheria/ano-util is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:anotheria/ano-util is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
anotheria/moskito,https://github.com/anotheria/moskito,2026-08-14T17:17:27.752604+00:00,ok,,,True,2019-10-29T13:36:33Z,https://github.com/anotheria/moskito/pull/231,231,dependabot,Bump httpclient from 4.2.5 to 4.3.6 in /moskito-extensions/moskito-monitoring-plugin,app/dependabot,repo:anotheria/moskito is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:anotheria/moskito is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:anotheria/moskito is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:anotheria/moskito is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2026-07-11T19:43:54Z,5dfc6695ce635a47b05b49eba1ae1b30d8531ae4,https://github.com/anotheria/moskito/commit/5dfc6695ce635a47b05b49eba1ae1b30d8531ae4,"ci: add Dependabot weekly Maven version updates

Enable Dependabot version-update PRs for the Maven reactor (weekly,
targeting develop). Minor/patch bumps are grouped into a single PR;
majors are opened individually. Complements the existing Dependabot
security alerts, which had no config file so no routine bump PRs.

Co-Authored-By: Claude Opus 4.8 <noreply@anthropic.com>"
aoju/bus,https://github.com/aoju/bus,2026-08-14T17:17:36.393897+00:00,ok,,,True,2020-07-01T19:08:50Z,https://github.com/aoju/bus/pull/123,123,dependabot,Bump log4j-core from 2.13.0 to 2.13.2 in /bus-logger,app/dependabot,repo:aoju/bus is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:aoju/bus is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:aoju/bus is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:aoju/bus is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
apache/airavata,https://github.com/apache/airavata,2026-08-14T17:17:42.318429+00:00,ok,,,True,2019-11-13T07:52:23Z,https://github.com/apache/airavata/pull/237,237,dependabot,Bump jackson-databind from 2.5.4 to 2.9.10.1 in /airavata-services/profile-service/iam-admin-services-core,app/dependabot,repo:apache/airavata is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/airavata is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/airavata is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/airavata is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
apache/any23,https://github.com/apache/any23,2026-08-14T17:17:48.552457+00:00,ok,,,True,2019-11-01T12:16:41Z,https://github.com/apache/any23/pull/152,152,dependabot,Bump jackson.version from 2.9.10 to 2.10.0,app/dependabot,repo:apache/any23 is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/any23 is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/any23 is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/any23 is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-09-12T23:51:10Z,d91d8052989b5e017f44b6095ef8f370973e9ef5,https://github.com/apache/any23/commit/d91d8052989b5e017f44b6095ef8f370973e9ef5,ANY23-485 Activate dependabot on Any23 codebase (#173)
apache/avro,https://github.com/apache/avro,2026-08-14T17:17:56.039626+00:00,ok,,,True,2020-11-17T13:51:42Z,https://github.com/apache/avro/pull/988,988,dependabot,Bump Microsoft.NET.Test.Sdk from 16.4.0 to 16.8.0 in /lang/csharp,app/dependabot,repo:apache/avro is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/avro is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/avro is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/avro is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2020-11-17T13:51:05Z,30328e20f92aee9944697de9bbb050184b8584a1,https://github.com/apache/avro/commit/30328e20f92aee9944697de9bbb050184b8584a1,AVRO-9262: Configure dependency updates via dependabot
apache/bookkeeper,https://github.com/apache/bookkeeper,2026-08-14T17:18:02.615803+00:00,ok,,,True,2019-10-30T11:58:02Z,https://github.com/apache/bookkeeper/pull/2188,2188,dependabot,Bump nokogiri from 1.8.2 to 1.10.4 in /site,app/dependabot,repo:apache/bookkeeper is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/bookkeeper is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/bookkeeper is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/bookkeeper is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
apache/flink,https://github.com/apache/flink,2026-08-14T17:18:11.158375+00:00,ok,,,True,2019-10-29T13:01:40Z,https://github.com/apache/flink/pull/10030,10030,dependabot,Bump ffi from 1.9.18 to 1.11.1 in /docs,app/dependabot,repo:apache/flink is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/flink is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/flink is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/flink is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
apache/incubator-dubbo,https://github.com/apache/incubator-dubbo,2026-08-14T17:18:18.121894+00:00,ok,,,False,,,,,,,repo:apache/incubator-dubbo is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/incubator-dubbo is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/incubator-dubbo is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/incubator-dubbo is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yaml,2023-01-19T01:25:04Z,e8f742a319b6d91f1d31a37bbd203dbf78300a12,https://github.com/apache/dubbo/commit/e8f742a319b6d91f1d31a37bbd203dbf78300a12,Add dependabot config (#11328)
apache/incubator-nlpcraft,https://github.com/apache/incubator-nlpcraft,2026-08-14T17:18:27.850190+00:00,ok,,,True,2022-04-05T18:53:14Z,https://github.com/apache/incubator-nlpcraft/pull/22,22,dependabot,Bump jackson-databind from 2.13.2 to 2.13.2.1,app/dependabot,repo:apache/incubator-nlpcraft is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/incubator-nlpcraft is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/incubator-nlpcraft is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/incubator-nlpcraft is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
apache/incubator-plc4x,https://github.com/apache/incubator-plc4x,2026-08-14T17:18:33.026106+00:00,ok,,,False,,,,,,,repo:apache/incubator-plc4x is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/incubator-plc4x is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/incubator-plc4x is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/incubator-plc4x is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-05-23T09:47:36Z,129f42f1d7ae0fab26ce3239ac73fc2d961b9fb0,https://github.com/apache/plc4x/commit/129f42f1d7ae0fab26ce3239ac73fc2d961b9fb0,Add dependabot config file
apache/juneau,https://github.com/apache/juneau,2026-08-14T17:18:42.493587+00:00,ok,,,True,2022-05-23T14:10:34Z,https://github.com/apache/juneau/pull/58,58,dependabot,Bump junit from 4.11 to 4.13.1,app/dependabot,repo:apache/juneau is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/juneau is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/juneau is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/juneau is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2022-11-08T16:05:49Z,41d40a062107ce94c324d5aee1c8b8904d54486b,https://github.com/apache/juneau/commit/41d40a062107ce94c324d5aee1c8b8904d54486b,"Update some dependencies

- Jetty 9 to 11
- Hibernate 5.6.12.Final to 5.6.14.Final
- Spring Boot 2.7.4 to 2.7.5
- Add a default Maven goal
- Use GitHub Dependabot once a week
- Use GitHub Actions"
apache/openmeetings,https://github.com/apache/openmeetings,2026-08-14T17:18:49.097248+00:00,ok,,,True,2022-08-06T06:06:49Z,https://github.com/apache/openmeetings/pull/183,183,dependabot,Bump postgresql from 42.4.0 to 42.4.1,app/dependabot,repo:apache/openmeetings is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/openmeetings is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/openmeetings is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/openmeetings is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2026-03-22T03:34:51Z,6b44bd965f360cc6ce95d8a0554ddd7f53931daf,https://github.com/apache/openmeetings/commit/6b44bd965f360cc6ce95d8a0554ddd7f53931daf,[OPENMEETINGS-2800] dependabot initial set-up
apache/parquet-mr,https://github.com/apache/parquet-mr,2026-08-14T17:18:56.298661+00:00,ok,,,False,,,,,,,repo:apache/parquet-mr is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/parquet-mr is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/parquet-mr is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/parquet-mr is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2023-04-14T08:10:52Z,2c5ffa6e90105e3ee2cb3b18b60ef0fe62df9d0e,https://github.com/apache/parquet-java/commit/2c5ffa6e90105e3ee2cb3b18b60ef0fe62df9d0e,"PARQUET-2267: Add dependabot to update dependencies (#1051)

Make life easier, and makes sure that we're using the latest dependencies."
apache/plc4x,https://github.com/apache/plc4x,2026-08-14T17:19:05.130977+00:00,ok,,,True,2019-10-29T20:35:34Z,https://github.com/apache/plc4x/pull/96,96,dependabot,Bump org.eclipse.paho.client.mqttv3 from 1.2.0 to 1.2.1 in /plc4j/examples/hello-cloud-google,app/dependabot,repo:apache/plc4x is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/plc4x is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/plc4x is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/plc4x is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-05-23T09:47:36Z,129f42f1d7ae0fab26ce3239ac73fc2d961b9fb0,https://github.com/apache/plc4x/commit/129f42f1d7ae0fab26ce3239ac73fc2d961b9fb0,Add dependabot config file
apache/ranger,https://github.com/apache/ranger,2026-08-14T17:19:13.577217+00:00,ok,,,True,2019-11-01T12:16:04Z,https://github.com/apache/ranger/pull/40,40,dependabot,Bump nimbus-jose-jwt from 4.41.2 to 7.9 in /security-admin,app/dependabot,repo:apache/ranger is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:apache/ranger is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:apache/ranger is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:apache/ranger is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
