CVE_ID,Commit Message,Links in Message,Link Presence,PATCH
CVE-2015-3208,ActiveMQ6-112 Add defaults to the selector parser doc builder,,no links,https://github.com/apache/activemq-artemis/commit/48d9951d879e0c8cbb59d4b64ab59d53ef88310d
CVE-2021-22696,"Disallow OAuth2 request_uri by default

(cherry picked from commit 40503a53914758759894f704bbf139ae89ace286)",,contains links,https://github.com/apache/cxf/commit/7d5d2c7a019dd1e1d0566daf9f1ed5b7b0dd66b7
CVE-2014-7810,"Remove some more unnecessary code.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1645641 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1645641,contains links,https://github.com/apache/tomcat/commit/8179973;https://github.com/apache/tomcat/commit/8cf3d4aa3be92593302848ef4edd2cfc0e366a49
CVE-2021-22097,Do not deserialize in Message.toString(),,no links,https://github.com/spring-projects/spring-amqp/commit/ed824637cc922356b44409827722c4628340b7c8
CVE-2014-8152,not found,,contains links,https://github.com/apache/santuario-java/commit/55857fd4cdfdb1af4069170ecdac448c078f544e;https://github.com/apache/santuario-xml-security-java/commit/3d7086c603a4538933dfa98d697d0df4539a984f
CVE-2011-3376,"ContainerServlets are always restricted.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1176584 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1176584,contains links,https://github.com/apache/tomcat/commit/4f08a48
CVE-2010-4172,"Fix CVE-2010-4172. Multiple XSS in Manager web application

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1037778 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1037778,contains links,https://github.com/apache/tomcat/commit/afd4b3b3904593530c338e449b49198199694f4c;https://github.com/apache/tomcat/commit/2f0f80a6c36d6875c64f8c857e2e26661a3865d4
CVE-2017-7656,"Issue #2529 RFC2616 vs RFC7230 cleanup

Signed-off-by: Greg Wilkins <gregw@webtide.com>",https://github.com/jetty/jetty.project/issues/2529,contains links,https://github.com/eclipse/jetty.project/commit/a285deea42fcab60d9edcf994e458c238a348b55
CVE-2021-37136,"Merge pull request from GHSA-9vjp-v76f-g363

Motivation:

e Snappy frame decoder function doesn't restrict the size of the compressed data (and the uncompressed data) which may lead to excessive memory usage. Beside this it also may buffer reserved skippable chunks until the whole chunk was received which may lead to excessive memory usage as well.

Modifications:

- Add various validations for the max allowed size of a chunk
- Skip bytes on the fly when an skippable chunk is handled

Result:

No more risk of OOME. Thanks to Ori Hollander of JFrog Security for reporting the issue.",,contains links,https://github.com/netty/netty/commit/6da4956b31023ae967451e1d94ff51a746a9194f
CVE-2018-1296,"HDFS-12832. INode.getFullPathName may throw ArrayIndexOutOfBoundsException lead to NameNode exit. Contribuited by Konstantin Shvachko.

(cherry picked from commit d331762f24b3f22f609366740c9c4f449edc61ac)",,contains links,https://github.com/apache/hadoop/commit/7252e18c30f40bce9d01d5bb77f0ae526f479ad4
CVE-2016-4431,Introduces new callMethod() function to be used to execute actions,,no links,https://github.com/apache/struts/commit/b28b78c062f0bf3c79793a25aab8c9b6c12bce6e
CVE-2018-17197,TIKA-2773 upgrade sqlite version,,no links,https://github.com/apache/tika/commit/0c49c851979163334ea05cbebdd11ff87feba62d
CVE-2013-1879,"https://issues.apache.org/jira/browse/AMQ-4397 - xss in cron expressions

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@1459265 13f79535-47bb-0310-9956-ffa450edef68",https://issues.apache.org/jira/browse/AMQ-4397; https://svn.apache.org/repos/asf/activemq/trunk@1459265,contains links,https://github.com/apache/activemq/commit/148ca81dcd8f14cfe2ff37012fd1aa42518f02dc
CVE-2015-1169,not found,,contains links,https://github.com/Jasig/cas/commit/7de61b4c6244af9ff8e75a2c92a570f3b075309c
CVE-2016-3092,"Fix a performance issue with large boundaries leading to a Denial of Service (CVE-2016-3092)


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/fileupload/trunk@1743480 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/commons/proper/fileupload/trunk@1743480,contains links,https://github.com/apache/commons-fileupload/commit/774ef160d591b579f703c694002e080f99bcd28b
CVE-2022-0265,Add helper method to XmlUtil to enable XXE protection in the SAXParserFactory and XMLInputFactory (#20407),https://github.com/hazelcast/hazelcast/pull/20407,contains links,https://github.com/hazelcast/hazelcast/commit/4d6b666cd0291abd618c3b95cdbb51aa4208e748
CVE-2020-11002,"Disable message interpolation in ConstraintViolations by default (#3208)

Disable message interpolation in ConstraintViolations by default but allow enabling it explicitly with `SelfValidating#escapeExpressions()`.

Additionally, `ConstraintViolations` now provides a set of methods which take a map of message parameters for interpolation.
The message parameters will be escaped by default.

Refs #3153
Refs #3157",https://github.com/dropwizard/dropwizard/pull/3208; https://github.com/dropwizard/dropwizard/issues/3153; https://github.com/dropwizard/dropwizard/pull/3157,contains links,https://github.com/dropwizard/dropwizard/commit/d5a512f7abf965275f2a6b913ac4fe778e424242
CVE-2017-12611,Narrows class resolver,,no links,https://github.com/apache/struts/commit/637ad1c3707266c33daabb18d7754e795e6681f
CVE-2014-3577,"Improved cert subject parsing

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/branches/4.3.x@1614064 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/httpcomponents/httpclient/branches/4.3.x@1614064,contains links,https://github.com/apache/httpclient/commit/51cc67567765d67f878f0dcef61b5ded454d3122
CVE-2020-7238,"Verify we do not receive multiple content-length headers or a content-length and transfer-encoding: chunked header when using HTTP/1.1 (#9865)

Motivation:

RFC7230 states that we should not accept multiple content-length headers and also should not accept a content-length header in combination with transfer-encoding: chunked

Modifications:

- Check for multiple content-length headers and if found mark message as invalid
- Check if we found a content-length header and also a transfer-encoding: chunked and if so mark the message as invalid
- Add unit test

Result:

Fixes https://github.com/netty/netty/issues/9861",https://github.com/netty/netty/pull/9865; https://github.com/netty/netty/issues/9861,contains links,https://github.com/netty/netty/commit/8494b046ec7e4f28dbd44bc699cc4c4c92251729
CVE-2015-3158,[PLINK-708] - Checking if user is authorized right after authentication.,,no links,https://github.com/picketlink/picketlink-bindings/commit/341a37aefd69e67b6b5f6d775499730d6ccaff0d
CVE-2013-4590,"Add an option to the Context to control the blocking of XML external entities when parsing XML configuration files and enable this blocking by default. The block is implemented via a custom resolver to enable the logging of any blocked entities.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1549528 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1549528,contains links,https://github.com/apache/tomcat/commit/05c84ff;https://github.com/apache/tomcat/commit/78dd7e6f3d8481bc3bcd71ca5b20296de1283888
CVE-2017-13098,Confirm size of decrypted PMS before using,,no links,https://github.com/bcgit/bc-java/commit/a00b684465b38d722ca9a3543b8af8568e6bad5c
CVE-2020-7692,"feat: add PKCE support to AuthorizationCodeFlow (#470)

* Initial test code for a PKCE enabled Authorization Code Flow

* WIP: work on README.md

* Script to initialize keycloak by adding client via REST API.

* Improve keycloak init script and some code cleanup. Still WIP.

* WIP: work on README.md

* Working PKCE AuthorizationCodeFlow. Some cleanup of test classes.

* Add scopes back to the AuthorizationCodeRequestUrl creation.

* Simplify code by moving PKCE entirely into the AuthorizationCodeFlow class. Add documentation.

* Remove wildcard imports as that seems to be the way to do things here.

* Add @since annotation in JavaDoc to the PKCE parameters of the autorization url class.

* Add PKCE unit test, documentation and minor cleanup of dependencies for code sample.

* Add PKCE unit test, documentation and minor cleanup of dependencies for code sample.

* Annotate PKCE with Beta annotation.

* Responding to code review comments

* Responding to more PR comments

* Improve Keycloak PKCE sample documentation

* Add license header with copyright to new files. Improve documentation.",https://github.com/googleapis/google-oauth-java-client/pull/470,contains links,https://github.com/googleapis/google-oauth-java-client/commit/13433cd7dd06267fc261f0b1d4764f8e3432c824
CVE-2014-0114,"BEANUTILS-520: Mitigate CVE-2014-0114 by enabling SuppressPropertiesBeanIntrospector.SUPPRESS_CLASS by default. (#7)

Squash and merge.",https://github.com/apache/commons-beanutils/pull/7,contains links,https://github.com/apache/commons-beanutils/commit/dd48f4e589462a8cdb1f29bbbccb35d6b0291d58
CVE-2020-36320,"Update regexp pattern to safer one (#12104)

Fixes: https://github.com/vaadin/framework/issues/7757",https://github.com/vaadin/framework/pull/12104; https://github.com/vaadin/framework/issues/7757,contains links,https://github.com/vaadin/framework/commit/17f5c1b6693892e00a4c2379d621043ef077f24e
CVE-2020-10714,[ELY-1950] Improve handling of detection of j_session_id in URL.,,no links,https://github.com/wildfly-security/wildfly-elytron/commit/34e897b69b2dca907bba3357af5c20a29a9c4f9e
CVE-2013-5960,Close #306. Close #359,https://github.com/ESAPI/esapi-java-legacy/issues/306; https://github.com/ESAPI/esapi-java-legacy/issues/359,contains links,https://github.com/ESAPI/esapi-java-legacy/commit/b7cbc53f9cc967cf1a5a9463d8c6fef9ed6ef4f7
CVE-2018-8010,SOLR-12316: Do not allow to use absolute URIs for including other files in solrconfig.xml and schema parsing,,no links,https://github.com/apache/lucene-solr/commit/1b760114216fcdfae138a8b37f183a9293c49115
CVE-2020-1714,"KEYCLOAK-10162 Usage of ObjectInputStream without checking the object types

Co-authored-by: mposolda <mposolda@gmail.com>",,no links,https://github.com/keycloak/keycloak/commit/33863ba16117844930a38ebde57a25258f5b80fd
CVE-2020-9487,"NIFI-7385 Provided reverse-indexed TokenCache implementation.
Cleaned up code style.
Unit test was failing on Windows 1.8 GitHub Actions build but no other environment. Increased artificial delay to avoid timing issues.

Co-authored-by: Andy LoPresto <alopresto@apache.org>

This closes #4271.

Signed-off-by: Andy LoPresto <alopresto@apache.org>",https://github.com/apache/nifi/pull/4271,contains links,https://github.com/apache/nifi/commit/01e42dfb3291c3a3549023edadafd2d8023f3042
CVE-2016-6797,"When adding and removing ResourceLinks dynamically, ensure
that the global resource is only visible via the
ResourceLinkFactory when it is meant to be.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1757271 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1757271,contains links,https://github.com/apache/tomcat/commit/2859ac3eae132383cb6f3f2042e25d7a4a281b0d
CVE-2020-17518,"[hotfix][runtime] A customized filename can be specified through Content-Disposition that also allows passing of path information which was not properly handled. This is fixed now.

We just use the filename instead of interpreting any path information that was passed through a custom filename. Two tests were added to verify the proper behavior:
1. a custom filename without path information was used
2. a custom filename with path information was used

The change required adapting the MultipartUploadResource in a way that it is used not as a @ClassRule but as a @Rule instead. This enables us to initialize it differently on a per-test level. The change makes the verification of the uploaded files configurable.",,contains links,https://github.com/apache/flink/commit/a5264a6f41524afe8ceadf1d8ddc8c80f323ebc4
CVE-2015-7521,"HIVE-12875 : Verify sem.getInputs() and sem.getOutputs() (Sushanth Sowmyan, reviewed by Alan Gates)",,contains links,https://github.com/apache/hive/commit/98f933f269e6b528ef84912b3d701ca3272ec04b
CVE-2020-13954,Escape the services listing stylesheet path (#694),https://github.com/apache/cxf/pull/694,contains links,https://github.com/apache/cxf/commit/3c23fa3b3c24c328bbc6d71c509668cb10b0ea31
CVE-2018-15758,"Validate authorization request on approval

Fixes gh-1481",,contains links,https://github.com/spring-projects/spring-security-oauth/commit/623776689fdcc8047f5a908c71f348e1f172a97;https://github.com/spring-projects/spring-security-oauth/commit/f92223afc71687bd3156298054903f50aa71fbf
CVE-2020-1758,KEYCLOAK-13285 Enable check identity for email,,no links,https://github.com/keycloak/keycloak/commit/97b565469058cacac6d2559b2cff37effcca2cfd
CVE-2020-5404,fix #1006 Add hook for redirect request handling,https://github.com/reactor/reactor-netty/issues/1006,contains links,https://github.com/reactor/reactor-netty/commit/c6f7e48c83b36975024e3bd3f828a8c83c651e41
CVE-2021-29262,SOLR-15249 Attempt to repair security.json ACLs,,no links,https://github.com/apache/lucene-solr/commit/d97d1a07024edabb8dcd9ccf40f9ba31209c36ab
CVE-2015-6524,https://issues.apache.org/jira/browse/AMQ-5345 - improve ldap communication,https://issues.apache.org/jira/browse/AMQ-5345,contains links,https://github.com/apache/activemq/commit/22f2f3dde757d31307da772d579815c1d169bc39
CVE-2017-9794,GEODE-3217: Reimplement gfsh query as a single-step command,,no links,https://github.com/apache/geode/commit/564a94b;https://github.com/apache/geode/commit/070ea49d2633edff9992cf1d2558b98f73553144
CVE-2012-0213,not found,,contains links,https://github.com/apache/poi/commit/c702bc5ce58f9f11f408c7568cc96382c76641ef
CVE-2021-28657,improve lyrics handling,,no links,https://github.com/apache/tika/commit/26a9965659921a8aa4205393479584372db7cb35
CVE-2014-0119,"Add some defensive coding around some XML activities that are triggered by web applications and are therefore at potential risk of a memory leak.
This is part 2 of 7 of the fix for CVE-2014-0119


git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1589837 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1589837,contains links,https://github.com/apache/tomcat/commit/f2764544c5039551120daa5c125dca55636fb81b;https://github.com/apache/tomcat/commit/2ece8641b11329f733ce2d98a354b611cb635286
CVE-2018-10936,"security: implement SSL hostname verification for non-default (LibPQFactory) SSL factories (CVE-2018-10936)

In order to configure full SLL verification, `sslmode=verify-full` should be used.
However, previous versions of pgjdbc missed hostname verification for non-default SSL factories,
so `sslmode=verify-full` was effectively the same as `sslmode=verify-ca`.

Default sslfactory (which is LibPQFactory) is not impacted.

Extra changes:
- support for sslmode=allow/prefer/require
- ssl=true is treated as verify-full
- sslfactoryarg and socketFactoryArg are deprecated (as constructors with Properties) can be used.",,contains links,https://github.com/pgjdbc/pgjdbc/commit/cdeeaca47dc3bc6f727c79a582c9e4123099526e
CVE-2017-15694,not found,,no links,https://github.com/apache/geode/commit/28755d6;https://github.com/apache/geode/commit/9ff9211
CVE-2013-5679,"Fix for Google Issue #306 and changes to address the side effects of the fix (i.e., the removal of the deprecated ESAPI 1.4 encrypt() / decrypt() methods from the Encryptor interface).",https://github.com/ESAPI/esapi-java-legacy/issues/306,contains links,https://github.com/ESAPI/esapi-java-legacy/commit/41138fef5f63d9cf0d5e05d2bee2c7f682ffef3f
CVE-2018-11777,"HIVE-20420: Provide a fallback authorizer when no other authorizer is in use (Daniel Dai, reviewed by Laszlo Pinter, Thejas Nair)

Signed-off-by: Thejas M Nair <thejas@hortonworks.com>",,contains links,https://github.com/apache/hive/commit/00c0ee7bc4b8492476b377a6edafcc33411f14b;https://github.com/apache/hive/commit/3b2ea248078bdf3a8372958cf51a989dc3883bcc;https://github.com/apache/hive/commit/f0419dfaabe31dd7802c37aeebab101265907e1;https://github.com/apache/hive/commit/1a1d6ca1bc3ae840238dc345fa1eb2c7c28c8cb
CVE-2015-0201,"Check the user of a SockJS request

Issue: SPR-12497",,no links,https://github.com/spring-projects/spring-framework/commit/dc5b5ca8ee09c890352f89b2dae58bc0132d6545
CVE-2016-4434,clean up earlier work on ParseContext.,,no links,https://github.com/apache/tika/commit/ab7c3253b8450c2d483edab60e4365fef0c4ae38
CVE-2019-3795,"Align Code with Javadoc

Fixes: gh-6734",,contains links,https://github.com/spring-projects/spring-security/commit/6f02f690ac65ccf99d8df47ac3d730a68f87c569
CVE-2021-41973,Fixes HTTP pipeline processing issue,,no links,https://github.com/apache/mina/commit/7dc266ac9a74f50669039c10be3d2defa2ac8b58
CVE-2020-17521,GROOVY-9824: replace some old api usage with newer available variants,,contains links,https://github.com/apache/groovy/commit/4e418d4a34c973a7ec1e822552103043ac13780e
CVE-2019-0194,not found,,contains links,https://github.com/apache/camel/commit/a1f2d214a5e045eeb391720193cd40944b34ac35;https://github.com/apache/camel/commit/85ce135a59c19c12d351a529bd517e31cebdc9ea
CVE-2020-26939,further work to improve constant time in OAEP and RSA core.,,no links,https://github.com/bcgit/bc-java/commit/930f8b274c4f1f3a46e68b5441f1e7fadb57e8c1
CVE-2015-0264,CAMEL-8312: XML External Entity (XXE) injection in XPath. Thanks to Stephan Siano for the patch.,,contains links,https://github.com/apache/camel/commit/1df559649a96a1ca0368373387e542f46e4820da
CVE-2013-2251,"WW-4140
- Lukasz' patch applied

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_15_X@1502979 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_15_X@1502979,contains links,https://github.com/apache/struts/commit/3cfe34fefedcf0fdcfcb061c0aea34a715b7de63
CVE-2021-31409,"fix: Update regexp pattern of legacy EmailValidator (#12241)

Fixes: https://github.com/vaadin/framework/issues/12240",https://github.com/vaadin/framework/pull/12241; https://github.com/vaadin/framework/issues/12240,contains links,https://github.com/vaadin/framework/commit/754ca011d79af3dd4fa9046ff0ade5367f5e6246
CVE-2017-9787,Adds constant to control proxy member access,,no links,https://github.com/apache/struts/commit/086b63735527d4bb0c1dd0d86a7c0374b825ff2;https://github.com/apache/struts/commit/583da3d5df5aeeded3beadca6305a98c5618e46b
CVE-2019-7614,"AsyncIOProcessor preserve thread context (#43729)

AsyncIOProcessor now preserves thread context, ensuring that deprecation
warnings are not duplicated to other concurrent operations on the same
shard.",https://github.com/elastic/elasticsearch/pull/43729,contains links,https://github.com/elastic/elasticsearch/commit/bdb8d3c440a75c035b045c21b7ef2237e56c95c7
CVE-2021-43113,"Improve input processing for ImageMagick and Ghostscript

DEVSIX-5638",,no links,https://github.com/itext/itext7/commit/340d769934219369c5f8045fc6244da867d37c68
CVE-2014-3578,"Improve StringUtils.cleanPath

Issue: SPR-11793",,no links,https://github.com/spring-projects/spring-framework/commit/8ee465103850a3dca018273fe5952e40d5c45a66;https://github.com/spring-projects/spring-framework/commit/f6fddeb6eb7da625fd711ab371ff16512f431e8d
CVE-2013-1965,"Disable eval expressions

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_14_X@1469249 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_14_X@1469249,contains links,https://github.com/apache/struts/commit/7e6f641ebb142663cbd1653dc49bed725edf7f56
CVE-2019-20445,"Verify we do not receive multiple content-length headers or a content-length and transfer-encoding: chunked header when using HTTP/1.1 (#9865)

Motivation:

RFC7230 states that we should not accept multiple content-length headers and also should not accept a content-length header in combination with transfer-encoding: chunked

Modifications:

- Check for multiple content-length headers and if found mark message as invalid
- Check if we found a content-length header and also a transfer-encoding: chunked and if so mark the message as invalid
- Add unit test

Result:

Fixes https://github.com/netty/netty/issues/9861",https://github.com/netty/netty/pull/9865; https://github.com/netty/netty/issues/9861,contains links,https://github.com/netty/netty/commit/8494b046ec7e4f28dbd44bc699cc4c4c92251729
CVE-2019-10184,"Merge pull request #794 from gaol/Trailing_Slash_Fix

[UNDERTOW-1578] 401 Unauthorized should be returned when requesting a protected directory without trailing slash",https://github.com/undertow-io/undertow/pull/794,contains links,https://github.com/undertow-io/undertow/commit/5fa7ac68c0e4251c93056d9982db5e794e04ebfa;https://github.com/undertow-io/undertow/commit/d2715e3afa13f50deaa19643676816ce391551e9
CVE-2017-12623,"NIFI-4353
- Added XmlUtils class.
- Added unit test.
- Added XXE test resource.
- Refactored JAXB unmarshalling globally to prevent XXE attacks.
- Refactored duplicated/legacy code.
- Cleaned up commented code.
- Switched from FileInputStream back to StreamSource in AuthorizerFactoryBean.
- This closes #2134",https://github.com/apache/nifi/pull/2134,contains links,https://github.com/apache/nifi/commit/9e2c7be7d3c6a380c5f61074d9a5a690b617c3dc
CVE-2013-4517,not found,,contains links,https://github.com/apache/santuario-java/commit/a09b9042f7759d094f2d49f40fc7bcf145164b25
CVE-2017-9799,User improvements,,no links,https://github.com/apache/storm/commit/44b80fbfcf8a52b6e7cb3840a52ff07f8a2364e4
CVE-2021-31412,"fix: set routes first into the template (#11107) (#11125)

fixes psi#26

Co-authored-by: Denis <denis@vaadin.com>",https://github.com/vaadin/flow/pull/11107; https://github.com/vaadin/flow/pull/11125; https://github.com/vaadin/flow/issues/26,contains links,https://github.com/vaadin/flow/commit/3ad4a13609e852eed2a2c80d640d2928b99a2dd5
CVE-2021-41269,"Merge pull request #494 from NielsDoucet/RCE-fix

Resolve RCE vulnerability.",https://github.com/jmrozanec/cron-utils/pull/494,contains links,https://github.com/jmrozanec/cron-utils/commit/cfd2880f80e62ea74b92fa83474c2aabdb9899da
CVE-2009-0783,"Fix bug 29936. In some circumstances, Tomcat would use the parser from a webapp to parse web.xml and possibly context.xml files.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@649974 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@649974,contains links,https://github.com/apache/tomcat/commit/06c23d8
CVE-2020-9484,Improve validation of storage location when using FileStore.,,no links,https://github.com/apache/tomcat/commit/bb33048e3f9b4f2b70e4da2e6c4e34ca89023b1b
CVE-2020-1940,"OAK-8870 : UserAuthentication.authenticate should remove pw attribute (merge r1873103 to 1.8 branch, CVE-2020-1940)

git-svn-id: https://svn.apache.org/repos/asf/jackrabbit/oak/branches/1.8@1873258 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/jackrabbit/oak/branches/1.8@1873258,contains links,https://github.com/apache/jackrabbit-oak/commit/e7180a8d9c4f14b2de1928861dd27287e5fb59bd;https://github.com/apache/jackrabbit-oak/commit/b615992fc5202046e9479a29d6a7bd41d6258d09
CVE-2020-6950,Multiple Path Traversal security issues,,no links,https://github.com/eclipse-ee4j/mojarra/commit/cefbb9447e7be560e59da2da6bd7cb93776f7741
CVE-2020-13957,SOLR-14663: Copy ConfigSet root data from base ConfigSet when using CREATE command,,no links,https://github.com/apache/lucene-solr/commit/e001c2221812a0ba9e9378855040ce72f93eced4
CVE-2020-9480,not found,,no links,https://github.com/apache/spark/commit/9416b7c54bdf5613c1a65e6d1779a87591c6c9bd
CVE-2013-1921,"[BZ#948109] New implementation of Security Vault.
Merging r408 through r449.",,no links,https://github.com/picketbox/picketbox/commit/b0c367d3f15bb5211e11a4d1b3ab04a7dd8e1793
CVE-2017-12197,"Fix for: libpam4j authenticates invalid accounts
[https://github.com/kohsuke/libpam4j/issues/18]

Change-Id: I5052cd0d9f617239a63fb036daa697cbae5bb9d7",https://github.com/kohsuke/libpam4j/issues/18],contains links,https://github.com/letonez/libpam4j/commit/84f32f4001fc6bdcc125ccc959081de022d18b6d
CVE-2018-20059,Fix #486,https://github.com/pippo-java/pippo/issues/486,contains links,https://github.com/pippo-java/pippo/commit/9f36e5891c0b11f840e1e1561ae96d83ba9ce759
CVE-2020-13934,Ensure HTTP/1.1 processor is recycled after a direct h2c connection,,no links,https://github.com/apache/tomcat/commit/c9167ae30f3b03b112f3d81772e3450b7d0e6a25
CVE-2021-45105,Fix string substitution recursion,,no links,https://github.com/apache/logging-log4j2/commit/806023265f8c905b2dd1d81fd2458f64b2ea0b5e
CVE-2012-1089,"Use SecurePackageResourceGuard by default.
Do not allow comma separated extensions in the resource path.
Improve Packages#absolutePath()",,no links,https://github.com/apache/wicket/commit/887f2608a20b54aab7b57c24529bb98dece5bf3f
CVE-2017-15712,Fix filesystem issue (satishsaley),,no links,https://github.com/apache/oozie/commit/b98c37eeaf993e37f87225a114fb6cedce174168
CVE-2018-1313,"Merge revision 1826467 from 10.14 to trunk. Original commit message:

Remove support for COMMAND_TESTCONNECTION connectToDatabase feature.
It was never documented, and was never part of the regression tests.

A new regression test demonstrates that attempting to use this feature
now results in a ""usage"" response from the Network Server.

Also, change the Network Server's default security policy file, as well
as the template security policy file that we distribute with the
release and in the documentation. The new policy files do not use
the <<ALL FILES>> permission; instead they restrict the permission
to certain directories only.

Also, change the implementation of the Network Server's ""sysinfo""
sub-command. Prior to this change, that feature would open each
jar file on the Network Server's class path, and would report on
whatever information it could find about that jar file. Now, the
only jar files that are opened and reported on are the known Derby
jar files; a table of those jar file names is compiled into the
sysinfo command. This causes sysinfo to return less information,
but it also means that it only needs the permission to access the
known Derby jar files on the classpath.


git-svn-id: https://svn.apache.org/repos/asf/db/derby/code/trunk@1826481 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/db/derby/code/trunk@1826481,contains links,https://github.com/apache/derby/commit/4da5b2db5f3a60c1fa8ef616d88a7efe28b0c9d;https://github.com/apache/derby/commit/a2027c64e185a9ce46929f352e2db03371c1f95
CVE-2018-1000632,#48 Validate QName inputs - throw IllegalArgumentException when qualified name contains disallowed character.,https://github.com/dom4j/dom4j/issues/48,contains links,https://github.com/dom4j/dom4j/commit/e598eb43d418744c4dbf62f647dd2381c9ce9387
CVE-2021-28163,"Use Files.isSameFile to check Resource equality (#6093)

Use Files.isSameFile to check Resource equality
Avoid using canonical and instead use Files.isSameFile

Signed-off-by: Greg Wilkins <gregw@webtide.com>",https://github.com/jetty/jetty.project/pull/6093,contains links,https://github.com/eclipse/jetty.project/commit/ebe8311333d21b61715572fd23a9db78a68e0fa9
CVE-2021-25738,"Merge pull request #1692 from yue9944882/cherry-pick-11-yaml-construct

Cherry-pick 11: Update the CustomConstructor class for SnakeYAML",https://github.com/kubernetes-client/java/pull/1692,contains links,https://github.com/kubernetes-client/java/commit/4884d1bcd215a45d7ea876b8c3899a7b8bd5b60b
CVE-2011-1184,"Add additional configuration options to the DIGEST authenticator
This is the fix for CVE-2011-1184

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1087655 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1087655,contains links,https://github.com/apache/tomcat/commit/94a7a82405893701a48bfd8f006d650938b8a362
CVE-2012-5812,"Now using SSL certificate validation by default. If using a reports backend server with SSL connection using a self-signed certificate, then ReportsCrashes.disableSSLCertificateValidation must be set to true.",,no links,https://github.com/ACRA/acra/commit/fff732595164baf233d911386a3965dc516cf081
CVE-2021-40865,[MINOR] Remove unused getGroupsCommand method,,no links,https://github.com/apache/storm/commit/53411db6d7311f3a2afb67396c5a5e441b957794
CVE-2021-34428,Merge remote-tracking branch 'origin/jetty-10.0.x' into jetty-11.0.x,,no links,https://github.com/eclipse/jetty.project/commit/e0b80abf4e7bc4048e7ae9bc3d92b50338ec58ec
CVE-2020-27222,"Move certificate supported check to local field.

Fixes leshan issue 964.

Signed-off-by: Achim Kraus <achim.kraus@bosch.io>",,no links,https://github.com/eclipse/californium/commit/00ab1d9fe07a24229a88ac87786fe3a0752374ab
CVE-2018-14371,fixing CTS failure issue in master branch,,no links,https://github.com/eclipse-ee4j/mojarra/commit/1b434748d9239f42eae8aa7d37d7a0930c061e24
CVE-2021-42340,"Close WebConnection

The internal upgrade handler should close the associated WebConnection
on destroy.",,no links,https://github.com/apache/tomcat/commit/d27535bdee95d252418201eb21e9d29476aa6b6a
CVE-2022-22946,"Moves configuration of HttpClient.

Moves configuration of HttpClient out of GatewayAutoConfiguration and into HttpClientFactory. This allows customization by the user and allows tests to see what has been configured on the HttpClient.

When HTTP2 is enabled, the insecure trustmanager factory option must be set explicitly.",,no links,https://github.com/spring-cloud/spring-cloud-gateway/commit/b2df97d0c467d246a56870d63fc637087eec0ef8
CVE-2017-18349,"Merge pull request #1008 from wuwen5/fixed#1005

bug fixed for issue 1005.",https://github.com/alibaba/fastjson/pull/1008; https://github.com/alibaba/fastjson/issues/1005,contains links,https://github.com/alibaba/fastjson/commit/f5903fa56497c00ed0703ac875b511f9bd5f1d8e
CVE-2014-3612,https://issues.apache.org/jira/browse/AMQ-5345 - improve ldap communication,https://issues.apache.org/jira/browse/AMQ-5345,contains links,https://github.com/apache/activemq/commit/0b5231ada5ce365b41832ba8752ee210145d1cbe
